0.685305,-0.00430481,0.325109,0.0211248,-0.0329934,0.0113988,0.999167,-0.131213,-0.559363,1.52022,0.181653,-0.816586,1.3248,-0.096511,-0.937769,1.444,0.152986,-0.570669,1.62015
0.704347,-0.00773137,0.32066,0.0223218,-0.0313096,0.0109021,1.02323,-0.125425,-0.50924,1.52631,0.192502,-0.860318,1.2863,-0.0868,-0.979164,1.38996,0.16388,-0.540563,1.63298
0.726336,-0.0114923,0.315539,0.0246808,-0.029493,0.010743,1.09782,-0.120852,-0.460824,1.52946,0.20625,-0.912909,1.24367,-0.0766929,-1.02293,1.32786,0.175373,-0.510554,1.64601
0.750354,-0.014887,0.309672,0.0265495,-0.0251257,0.0102051,1.14427,-0.114941,-0.413259,1.53079,0.219228,-0.966765,1.19028,-0.0750363,-1.06032,1.275,0.186727,-0.488279,1.65344
0.774939,-0.0151358,0.305751,0.026919,-0.0163982,0.0110912,1.17864,-0.112773,-0.371813,1.52823,0.215762,-1.00243,1.11247,-0.081203,-1.05726,1.31033,0.16661,-0.526014,1.62172
0.797513,-0.0140313,0.3046,0.0222047,-0.00684034,0.00988766,1.01393,-0.110618,-0.410255,1.48897,0.199507,-1.03594,1.09573,-0.0723649,-1.04143,1.35464,0.153322,-0.574247,1.5728
0.819326,-0.0121788,0.308646,0.0184559,-0.00589207,0.0100815,0.970089,-0.108532,-0.460735,1.43445,0.17808,-1.04122,1.17828,-0.0646938,-1.02214,1.3984,0.144274,-0.629208,1.50911
0.840073,-0.00980224,0.313386,0.0160124,-0.00598643,0.0107445,0.98556,-0.108541,-0.507586,1.39292,0.157353,-1.02505,1.25702,-0.0608021,-0.994475,1.43899,0.134867,-0.680384,1.45275
0.859829,-0.00720307,0.317086,0.0137324,-0.00604842,0.0111123,0.996505,-0.109209,-0.552414,1.3598,0.137816,-0.997922,1.33189,-0.0579674,-0.963744,1.47724,0.12604,-0.728972,1.403
0.87871,-0.00462844,0.319254,0.0117361,-0.00589948,0.0111903,1.0062,-0.110008,-0.597575,1.33534,0.119913,-0.962996,1.4005,-0.0562358,-0.930909,1.51253,0.118251,-0.776116,1.35953
0.896953,-0.00230846,0.31983,0.0100925,-0.00548621,0.011036,1.01824,-0.11042,-0.645048,1.31902,0.103929,-0.922517,1.46183,-0.0558347,-0.896461,1.54426,0.112002,-0.823025,1.32136
0.91493,-0.000501117,0.318929,0.00884302,-0.00471184,0.0107422,1.03247,-0.109793,-0.696186,1.30885,0.0897189,-0.878815,1.51592,-0.0567778,-0.861033,1.5719,0.108252,-0.870208,1.28598
0.932967,0.000416898,0.316819,0.00819085,-0.00332909,0.0105693,1.06633,-0.106757,-0.750507,1.30095,0.0767306,-0.833424,1.56207,-0.0589402,-0.825412,1.59364,0.108965,-0.915971,1.25006
0.948958,-0.000281259,0.313444,0.0078169,0.000251604,0.00829733,1.05578,-0.09527,-0.801154,1.30268,0.0655908,-0.813117,1.58732,-0.0579999,-0.802383,1.59407,0.115959,-0.951881,1.24264
0.962343,-0.000496409,0.309711,0.00602757,0.00534093,0.00661589,1.03427,-0.0786287,-0.839113,1.35472,0.0602922,-0.830266,1.55003,-0.052275,-0.807005,1.53834,0.0908557,-0.959396,1.31185
0.973589,-0.000749112,0.307143,0.00437596,0.0100244,0.0055528,1.0121,-0.0641454,-0.871935,1.38121,0.055872,-0.851339,1.53365,-0.0449145,-0.814335,1.50308,0.0713219,-0.953166,1.3697
0.982982,-0.000850967,0.304915,0.00278562,0.0143998,0.00522245,0.995128,-0.0502455,-0.897958,1.40645,0.0499882,-0.871465,1.52414,-0.0386839,-0.82334,1.4806,0.0525995,-0.938081,1.42307
0.990438,-0.000896459,0.302638,0.0014523,0.0182755,0.00518825,0.980462,-0.0369357,-0.91945,1.42647,0.042599,-0.889189,1.52311,-0.0328554,-0.83076,1.47209,0.0377864,-0.91832,1.46848
0.995681,-0.000826207,0.30012,0.000339582,0.0214943,0.00526796,0.965946,-0.0243522,-0.935999,1.44592,0.0329261,-0.902473,1.52864,-0.0277307,-0.835272,1.47751,0.0261324,-0.896354,1.50656
0.998396,-0.000525752,0.297359,-0.000619698,0.0235802,0.00511267,0.934843,-0.0132383,-0.946871,1.46688,0.0206552,-0.908694,1.54049,-0.0237896,-0.836203,1.49618,0.0173035,-0.876208,1.53556
0.999675,-0.000349704,0.296691,-0.000759496,0.0253348,0.00551848,0.998871,-0.0114853,-0.94792,1.4682,0.0180861,-0.908558,1.54174,-0.0236959,-0.836048,1.49783,0.0165177,-0.874801,1.53696
