-5.83543,0.593674,-78.319,0.23864,0.537565,0.0974879,-2.23638,0.352181,-5.05215,2.57222,0.620388,-4.15764,-1.72349,-1.46375,-6.46431,2.06606,-1.52927,-6.012
-1.19816,-0.149009,-5.03435,0.424199,-0.873958,0.026178,-1.16426,0.532483,-3.29224,1.55396,0.531422,-2.66077,-0.946351,-0.346888,-3.82908,1.37653,-0.382671,-3.37962
-0.0191337,0.0120738,4.88626,0.494474,0.00135139,-0.00346644,-0.858479,0.611025,-2.80145,1.23068,0.531059,-2.35683,-0.509522,0.0641662,-2.56215,0.938619,0.00759867,-2.21533
-0.0687003,0.00122601,0.44458,0.423868,-0.139089,0.000162095,-0.897569,0.791439,-2.86919,1.23184,0.659391,-2.50291,-0.522936,0.353693,-2.28051,0.905682,0.266172,-1.9607
-0.0821386,-0.000496199,0.508143,0.42459,-0.134053,0.000453199,-0.878762,0.933256,-2.89184,1.20438,0.768877,-2.58736,-0.480328,0.55772,-2.03452,0.855528,0.445973,-1.73975
-0.0826435,-0.00124476,0.572043,0.425091,-0.129429,0.000433822,-0.856169,1.05956,-2.90049,1.17415,0.874998,-2.64405,-0.440363,0.715073,-1.83222,0.809862,0.584083,-1.55686
-0.0935723,0.00108918,0.699577,0.426923,-0.124054,0.000523709,-0.833163,1.17851,-2.90053,1.14518,0.981013,-2.68173,-0.400609,0.842811,-1.65766,0.766851,0.695489,-1.39723
-0.0883919,-0.00244735,0.675471,0.425662,-0.129857,0.000338587,-0.814292,1.29483,-2.89984,1.12005,1.08905,-2.70907,-0.364958,0.950393,-1.51055,0.728618,0.788543,-1.26031
-0.107186,0.00107796,0.829742,0.428249,-0.127119,0.000459019,-0.795753,1.40999,-2.89269,1.09751,1.19842,-2.72333,-0.325074,1.04304,-1.37217,0.689364,0.867249,-1.13122
-0.0973132,-0.00354587,0.759146,0.426521,-0.139724,0.000153751,-0.783067,1.5264,-2.88811,1.07966,1.31066,-2.73188,-0.290082,1.12327,-1.25554,0.655129,0.934163,-1.02128
-0.127569,0.00190155,0.935842,0.430018,-0.138168,0.000385379,-0.770806,1.64444,-2.8773,1.06455,1.42432,-2.72903,-0.248296,1.1944,-1.13819,0.617816,0.991461,-0.912828
-0.114435,-0.00305393,0.812129,0.428014,-0.154995,2.9673e-05,-0.765357,1.7645,-2.87135,1.05419,1.53993,-2.72269,-0.213188,1.25461,-1.04339,0.58705,1.03874,-0.825372
-0.162079,0.00381452,0.99436,0.431947,-0.151591,0.000509394,-0.760583,1.88811,-2.85943,1.04649,1.6568,-2.70588,-0.169107,1.30875,-0.94157,0.551495,1.07916,-0.735384
-0.155139,-0.00234307,0.815,0.429242,-0.165534,0.000351395,-0.763348,2.01299,-2.85463,1.04329,1.77362,-2.68748,-0.133417,1.35094,-0.865094,0.524192,1.10962,-0.669258
-0.226876,0.00109617,0.962673,0.431523,-0.157296,0.00137608,-0.767898,2.14454,-2.84497,1.04272,1.89285,-2.66008,-0.0873028,1.38996,-0.777169,0.490634,1.13608,-0.597422
-0.2269,-0.0117112,0.732696,0.426492,-0.165734,0.00166259,-0.779985,2.27784,-2.84332,1.04571,2.01121,-2.63212,-0.0502353,1.41587,-0.716573,0.466299,1.15246,-0.551137
-0.273196,-0.0207542,0.784839,0.424673,-0.168298,0.00181556,-0.795724,2.42775,-2.83588,1.0515,2.13908,-2.59541,-0.0022757,1.44225,-0.642403,0.435095,1.16807,-0.497585
-0.179565,-0.0426732,0.527799,0.420602,-0.176997,-0.00289197,-0.815589,2.59262,-2.83165,1.05585,2.27578,-2.5571,0.0431131,1.45411,-0.587162,0.410966,1.17295,-0.464443
0.0484655,-0.0530893,0.446541,0.416289,-0.299202,-0.00583536,-0.861376,2.78167,-2.79292,1.08108,2.42074,-2.4749,0.0934798,1.44114,-0.571754,0.391909,1.15506,-0.470101
-0.150331,-0.0665458,0.240638,0.314006,-1.21977,0.0154716,-1.325,3.15147,-2.52616,1.63703,2.62763,-2.1649,-0.0428262,1.04354,-1.03765,0.435178,0.725094,-0.819977
