-0.208791,-0.0415463,-0.426242,-7.96628e-05,0.135385,-0.00868563,0.607057,0.0713461,0.12463,-0.399249,0.891932,-4.3736,-0.672424,0.815537,-3.68005,-0.0769197,0.221058,-0.0202675
-0.0467777,-0.0178054,0.135096,0.00665403,0.0707318,-0.00783178,0.626979,0.138529,0.135273,-0.754968,1.40549,-4.72667,-0.75172,1.5277,-2.79799,-0.0761908,0.307342,0.0126675
-0.00146626,-0.0413275,0.04595,-0.0160178,-0.0119963,0.00804807,0.632428,0.184412,0.113175,-1.17033,1.96606,-4.65764,-0.922357,2.41909,-1.30249,-0.0487014,0.4126,-0.153424
-0.165892,-0.039212,-0.0875113,-0.00508523,0.105372,-0.00803123,0.663627,0.19753,0.0211065,-2.78955,2.8907,-4.42334,-0.0838715,2.84851,0.888379,-0.868113,0.390144,-2.09529
1.15379,0.234182,0.246269,0.0503597,-0.47316,0.0522259,0.201395,-0.515045,-2.86609,-1.68827,2.60639,-0.728096,0.778935,1.01389,0.432259,-1.11982,-2.11515,-5.98542
1.18697,-0.198014,-1.77301,0.0350463,-0.224379,0.0891627,-0.698511,-2.94479,-6.67963,-0.433778,2.44628,1.1675,0.703796,0.628397,0.306675,-0.136422,-2.85213,-8.18945
0.0344347,0.00411409,-0.013256,0.00530074,-0.0352951,-0.00374249,-0.657639,-1.15035,-5.23933,-0.143043,0.523852,0.308039,0.65989,0.390207,0.225272,-0.177955,-1.18418,-6.23326
0.0375189,-0.0136999,-0.0154608,-0.00171632,-0.0162853,0.00195392,-0.554547,-0.44815,-4.81055,-0.117622,0.56785,0.289577,0.647914,0.288894,0.180497,-0.0208872,-0.355091,-4.8845
0.0141948,-0.00173102,0.00599144,0.000743067,-0.00792315,-0.00041859,-0.447066,0.106588,-4.70065,-0.107449,0.497749,0.239886,0.627734,0.302259,0.166443,0.171749,0.239332,-4.01218
0.00695439,-0.0052763,0.01061,-0.00199259,-0.00400264,-0.000377071,-0.35309,0.544975,-4.70889,-0.0997742,0.496284,0.210537,0.608435,0.360942,0.157326,0.346581,0.699873,-3.34845
0.000914999,-0.0039183,0.0247,-0.00192138,-0.00125497,-0.000692986,-0.255079,0.952927,-4.7381,-0.0972256,0.508268,0.179665,0.583496,0.447101,0.142618,0.514344,1.0754,-2.77851
-0.000573771,-0.0144386,0.0423407,-0.00898878,0.0116694,0.00624868,-0.187241,1.23863,-4.86796,-0.105928,0.527712,0.145836,0.561851,0.534526,0.117793,0.687889,1.48584,-2.27598
-0.38482,0.00823579,-0.00112652,-0.0145027,0.191077,-0.0257249,0.314709,2.04662,-4.57029,-0.166873,1.20905,-0.0970715,0.440621,0.90809,-0.075493,0.783877,1.91992,-0.850049
-0.0846265,0.0190512,0.0196735,0.0116624,-0.00918304,0.00711891,0.755078,3.04177,-1.04167,0.156135,0.499342,-4.05056,-0.0249415,0.656373,-2.37822,-0.533024,1.59879,0.538655
-0.0495449,-0.00388163,0.0246373,-0.00312776,0.0332099,-0.00421998,0.551012,2.80951,-1.75552,0.244858,1.11023,-3.62036,0.0139224,0.964097,-2.19369,-0.248137,1.23388,0.28634
-0.000753199,-0.000559812,0.0117487,-0.00155292,-0.00217937,0.000176983,0.468578,2.80373,-1.63496,0.309176,1.36148,-3.54587,-0.0946859,1.00879,-2.04523,-0.212767,1.0542,0.226576
-0.00499256,0.000372479,0.00111836,-0.000964142,0.00020913,-0.000243554,0.340604,2.8439,-1.91404,0.316754,1.67159,-3.20847,-0.0305045,1.1689,-1.63995,-0.132946,1.037,0.142499
-0.0436812,-0.00336327,0.0177146,-0.00194952,0.0238918,0.000186466,0.200639,2.95995,-2.13005,0.279471,1.9278,-2.98001,0.0499719,1.25948,-1.27254,-0.06429,1.05737,0.0319947
0.0287419,0.00972968,0.00612214,0.00565707,-0.036204,-0.00599871,-0.00453086,3.07003,-2.34659,0.243158,2.14693,-2.72528,0.138661,1.18957,-1.03796,0.0557488,1.06671,-0.209329
0.0237527,0.00211071,0.00653977,0.00249466,-0.0137796,0.000658985,-1.03381,3.3919,-2.67929,1.34065,2.20873,-2.61119,-0.0893917,0.936016,-1.45326,0.412829,0.448418,-0.862856
