0.34057,-0.0602285,-0.0507013,0.0380485,-0.0750745,0.00574391,0.0157111,1.12701,0.142376,0.163822,-1.00881,-0.202183,0.140755,-1.05281,-0.218782,0.255681,0.946133,0.115607
0.380843,-0.0685312,-0.0889711,0.0276221,0.0980816,-0.0338213,0.115763,1.00245,0.121826,0.216971,-0.874644,-0.770089,0.19422,-0.827902,-1.08083,0.217878,0.602125,0.256568
0.439767,-0.0752196,-0.102418,0.0305436,0.166597,-0.0436176,0.0914709,0.968328,0.0630073,0.274968,-1.05182,-0.852489,0.202143,-0.875273,-1.24208,0.229864,0.600176,0.260697
0.480375,-0.0678925,-0.117341,0.0374417,0.245253,-0.0501007,0.118215,0.951281,0.0265887,0.259559,-1.07713,-1.06787,0.0331321,-0.747854,-1.05717,0.227083,0.445502,0.148563
0.491686,-0.00497629,-0.0784338,-0.0151326,0.434793,0.0168885,0.0433634,0.828934,-0.0510645,-0.0693243,-0.713368,-1.5562,-0.123334,0.0612564,0.706578,-0.402347,-0.754695,-0.634492
0.45149,0.0220895,-0.0230074,-0.0414568,0.343369,0.00913244,0.0430984,-0.768849,-0.785328,-0.325098,-0.670115,-0.334857,0.176761,0.316622,0.886281,-0.265755,-0.964654,-0.978346
0.436245,0.0370501,0.0809212,-0.112671,0.0281182,0.0253849,0.0417119,-1.0096,-1.09034,-0.428531,-0.105666,1.65102,0.153422,0.385807,0.875218,-0.180949,-1.09923,-1.27375
0.414946,0.0475314,0.0947939,-0.106123,0.00145959,0.0201337,-0.000176922,-0.937019,-0.830666,-0.414552,0.323533,1.57485,0.0778339,0.553235,0.81185,-0.188139,-1.02353,-1.12717
0.395129,0.0519834,0.0740041,-0.0968313,0.00139235,0.0103823,-0.0133611,-0.896555,-0.662403,-0.390732,0.542476,1.49735,0.056694,0.614606,0.764856,-0.176545,-0.971743,-0.995186
0.37762,0.0514926,0.0433439,-0.0848111,0.00921183,-0.000799654,-0.0159816,-0.903212,-0.489096,-0.35807,0.698526,1.37234,0.034633,0.656711,0.705933,-0.155781,-0.942898,-0.869299
0.364861,0.0463995,0.0115209,-0.0716552,0.0201384,-0.011408,-0.00823601,-0.949473,-0.326463,-0.319667,0.80958,1.22645,0.00802162,0.688948,0.634525,-0.124976,-0.938177,-0.76332
0.359526,0.0361469,-0.0180025,-0.056358,0.0350955,-0.0182822,0.0125346,-1.02276,-0.203399,-0.284208,0.874039,1.08188,-0.0188619,0.708574,0.552768,-0.0750028,-0.94365,-0.707586
0.360751,0.0183603,-0.0422184,-0.0383481,0.0637061,-0.0220564,0.0607261,-1.08641,-0.158063,-0.259767,0.907823,0.923108,-0.043248,0.712408,0.434831,0.014262,-0.91527,-0.718571
0.319813,-0.0139631,-0.0674809,-0.0112838,0.150737,-0.0935719,0.22974,-1.01295,0.0345966,-0.222795,0.406141,0.504814,0.0188055,0.460586,0.00861078,0.139865,-0.718199,-0.148258
0.267706,-0.004303,-0.0746661,-0.0671342,0.215213,-0.0654798,0.332828,-0.759181,1.04084,-0.105973,-0.342993,-0.745629,0.114497,-0.0924373,-1.11449,-0.502057,-0.150294,1.38423
0.22491,-0.00505406,-0.0513724,-0.0615155,0.198676,-0.0395948,0.289665,-0.656443,0.529819,-0.088403,-0.42145,-0.327735,0.147211,-0.146605,-0.705314,-0.390676,0.124601,1.15693
0.187862,-0.0020371,-0.0445524,-0.0603089,0.184233,-0.0110086,0.277998,-0.520455,0.50488,-0.117677,-0.402529,-0.190093,0.124612,-0.180095,-0.449552,-0.374448,0.301707,1.06731
0.149118,-0.00090985,-0.0455294,-0.0506092,0.162995,0.000502691,0.266196,-0.42983,0.400285,-0.147784,-0.354478,-0.0205698,0.116569,-0.148405,-0.170173,-0.296263,0.395212,0.908182
0.104861,0.00140505,-0.0503658,-0.0421862,0.137083,0.00513819,0.251671,-0.330984,0.389046,-0.193458,-0.265676,0.110518,0.102494,-0.0902384,0.108276,-0.233079,0.439309,0.761744
0.0543031,0.00600909,-0.0552139,-0.036069,0.107536,-0.000299144,0.222277,-0.217432,0.419144,-0.245417,-0.12442,0.236961,0.0788215,-0.0186083,0.373481,-0.176577,0.402933,0.579891
0.025587,0.00352097,-0.0133616,-0.00366436,0.00523881,0.00199222,0.0350592,-0.0209832,0.026554,-0.0513816,0.00272,0.0250949,0.00187412,0.00309462,0.0329694,-0.0157159,0.0281423,0.0280537
